Comunidad autónoma de residencia;Tipo de destino;Concepto turístico;Tipo de dato;Periodo;Total
Total;A otra Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2020;-21,15
Total;A otra Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2019;2,55
Total;A otra Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2018;5,32
Total;A otra Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2017;3,62
Total;A otra Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2016;4,37
Total;A otra Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2015;""
01 Andalucía;España;Viajes;Valor absoluto;2021;21.734.043
01 Andalucía;España;Viajes;Valor absoluto;2020;15.980.616
01 Andalucía;España;Viajes;Valor absoluto;2019;27.283.996
01 Andalucía;España;Viajes;Valor absoluto;2018;27.665.844
01 Andalucía;España;Viajes;Valor absoluto;2017;27.420.365
01 Andalucía;España;Viajes;Valor absoluto;2016;26.949.244
01 Andalucía;España;Viajes;Valor absoluto;2015;25.324.547
01 Andalucía;España;Viajes;Distribución porcentual;2021;100,0
01 Andalucía;España;Viajes;Distribución porcentual;2020;100,0
01 Andalucía;España;Viajes;Distribución porcentual;2019;100,0
01 Andalucía;España;Viajes;Distribución porcentual;2018;100,0
01 Andalucía;España;Viajes;Distribución porcentual;2017;100,0
01 Andalucía;España;Viajes;Distribución porcentual;2016;100,0
01 Andalucía;España;Viajes;Distribución porcentual;2015;100,0
01 Andalucía;España;Viajes;Variación anual;2021;36,00
01 Andalucía;España;Viajes;Variación anual;2020;-41,43
01 Andalucía;España;Viajes;Variación anual;2019;-1,38
01 Andalucía;España;Viajes;Variación anual;2018;0,90
01 Andalucía;España;Viajes;Variación anual;2017;1,75
01 Andalucía;España;Viajes;Variación anual;2016;6,42
01 Andalucía;España;Viajes;Variación anual;2015;""
01 Andalucía;España;Duración media de los viajes;Valor absoluto;2021;3,67
01 Andalucía;España;Duración media de los viajes;Valor absoluto;2020;4,00
01 Andalucía;España;Duración media de los viajes;Valor absoluto;2019;3,52
01 Andalucía;España;Duración media de los viajes;Valor absoluto;2018;3,31
01 Andalucía;España;Duración media de los viajes;Valor absoluto;2017;3,41
01 Andalucía;España;Duración media de los viajes;Valor absoluto;2016;3,65
01 Andalucía;España;Duración media de los viajes;Valor absoluto;2015;3,52
01 Andalucía;España;Duración media de los viajes;Distribución porcentual;2021;""
01 Andalucía;España;Duración media de los viajes;Distribución porcentual;2020;""
01 Andalucía;España;Duración media de los viajes;Distribución porcentual;2019;""
01 Andalucía;España;Duración media de los viajes;Distribución porcentual;2018;""
01 Andalucía;España;Duración media de los viajes;Distribución porcentual;2017;""
01 Andalucía;España;Duración media de los viajes;Distribución porcentual;2016;""
01 Andalucía;España;Duración media de los viajes;Distribución porcentual;2015;""
01 Andalucía;España;Duración media de los viajes;Variación anual;2021;-8,19
01 Andalucía;España;Duración media de los viajes;Variación anual;2020;13,60
01 Andalucía;España;Duración media de los viajes;Variación anual;2019;6,25
01 Andalucía;España;Duración media de los viajes;Variación anual;2018;-3,00
01 Andalucía;España;Duración media de los viajes;Variación anual;2017;-6,46
01 Andalucía;España;Duración media de los viajes;Variación anual;2016;3,79
01 Andalucía;España;Duración media de los viajes;Variación anual;2015;""
01 Andalucía;España;Pernoctaciones;Valor absoluto;2021;79.745.651
01 Andalucía;España;Pernoctaciones;Valor absoluto;2020;63.868.308
01 Andalucía;España;Pernoctaciones;Valor absoluto;2019;95.991.543
01 Andalucía;España;Pernoctaciones;Valor absoluto;2018;91.607.758
01 Andalucía;España;Pernoctaciones;Valor absoluto;2017;93.600.631
01 Andalucía;España;Pernoctaciones;Valor absoluto;2016;98.345.901
01 Andalucía;España;Pernoctaciones;Valor absoluto;2015;89.039.283
01 Andalucía;España;Pernoctaciones;Distribución porcentual;2021;100,0
01 Andalucía;España;Pernoctaciones;Distribución porcentual;2020;100,0
01 Andalucía;España;Pernoctaciones;Distribución porcentual;2019;100,0
01 Andalucía;España;Pernoctaciones;Distribución porcentual;2018;100,0
01 Andalucía;España;Pernoctaciones;Distribución porcentual;2017;100,0
01 Andalucía;España;Pernoctaciones;Distribución porcentual;2016;100,0
01 Andalucía;España;Pernoctaciones;Distribución porcentual;2015;100,0
01 Andalucía;España;Pernoctaciones;Variación anual;2021;24,86
01 Andalucía;España;Pernoctaciones;Variación anual;2020;-33,46
01 Andalucía;España;Pernoctaciones;Variación anual;2019;4,79
01 Andalucía;España;Pernoctaciones;Variación anual;2018;-2,13
01 Andalucía;España;Pernoctaciones;Variación anual;2017;-4,83
01 Andalucía;España;Pernoctaciones;Variación anual;2016;10,45
01 Andalucía;España;Pernoctaciones;Variación anual;2015;""
01 Andalucía;España;Gasto total;Valor absoluto;2021;3.798.474,84
01 Andalucía;España;Gasto total;Valor absoluto;2020;2.489.457,74
01 Andalucía;España;Gasto total;Valor absoluto;2019;4.679.779,60
01 Andalucía;España;Gasto total;Valor absoluto;2018;4.384.498,23
01 Andalucía;España;Gasto total;Valor absoluto;2017;4.208.196,77
01 Andalucía;España;Gasto total;Valor absoluto;2016;4.121.062,07
01 Andalucía;España;Gasto total;Valor absoluto;2015;3.698.233,25
01 Andalucía;España;Gasto total;Distribución porcentual;2021;100,00
01 Andalucía;España;Gasto total;Distribución porcentual;2020;100,00
01 Andalucía;España;Gasto total;Distribución porcentual;2019;100,00
01 Andalucía;España;Gasto total;Distribución porcentual;2018;100,00
01 Andalucía;España;Gasto total;Distribución porcentual;2017;100,00
01 Andalucía;España;Gasto total;Distribución porcentual;2016;100,00
01 Andalucía;España;Gasto total;Distribución porcentual;2015;100,00
01 Andalucía;España;Gasto total;Variación anual;2021;52,58
01 Andalucía;España;Gasto total;Variación anual;2020;-46,80
01 Andalucía;España;Gasto total;Variación anual;2019;6,73
01 Andalucía;España;Gasto total;Variación anual;2018;4,19
01 Andalucía;España;Gasto total;Variación anual;2017;2,11
01 Andalucía;España;Gasto total;Variación anual;2016;11,43
01 Andalucía;España;Gasto total;Variación anual;2015;""
01 Andalucía;España;Gasto medio por persona;Valor absoluto;2021;174,77
01 Andalucía;España;Gasto medio por persona;Valor absoluto;2020;155,78
01 Andalucía;España;Gasto medio por persona;Valor absoluto;2019;171,52
01 Andalucía;España;Gasto medio por persona;Valor absoluto;2018;158,48
01 Andalucía;España;Gasto medio por persona;Valor absoluto;2017;153,47
01 Andalucía;España;Gasto medio por persona;Valor absoluto;2016;152,92
01 Andalucía;España;Gasto medio por persona;Valor absoluto;2015;146,03
01 Andalucía;España;Gasto medio por persona;Distribución porcentual;2021;""
01 Andalucía;España;Gasto medio por persona;Distribución porcentual;2020;""
01 Andalucía;España;Gasto medio por persona;Distribución porcentual;2019;""
01 Andalucía;España;Gasto medio por persona;Distribución porcentual;2018;""
01 Andalucía;España;Gasto medio por persona;Distribución porcentual;2017;""
01 Andalucía;España;Gasto medio por persona;Distribución porcentual;2016;""
01 Andalucía;España;Gasto medio por persona;Distribución porcentual;2015;""
01 Andalucía;España;Gasto medio por persona;Variación anual;2021;12,19
01 Andalucía;España;Gasto medio por persona;Variación anual;2020;-9,18
01 Andalucía;España;Gasto medio por persona;Variación anual;2019;8,23
01 Andalucía;España;Gasto medio por persona;Variación anual;2018;3,27
01 Andalucía;España;Gasto medio por persona;Variación anual;2017;0,36
01 Andalucía;España;Gasto medio por persona;Variación anual;2016;4,72
01 Andalucía;España;Gasto medio por persona;Variación anual;2015;""
01 Andalucía;España;Gasto medio diario por persona;Valor absoluto;2021;47,63
01 Andalucía;España;Gasto medio diario por persona;Valor absoluto;2020;38,98
01 Andalucía;España;Gasto medio diario por persona;Valor absoluto;2019;48,75
01 Andalucía;España;Gasto medio diario por persona;Valor absoluto;2018;47,86
01 Andalucía;España;Gasto medio diario por persona;Valor absoluto;2017;44,96
01 Andalucía;España;Gasto medio diario por persona;Valor absoluto;2016;41,90
01 Andalucía;España;Gasto medio diario por persona;Valor absoluto;2015;41,53
01 Andalucía;España;Gasto medio diario por persona;Distribución porcentual;2021;""
01 Andalucía;España;Gasto medio diario por persona;Distribución porcentual;2020;""
01 Andalucía;España;Gasto medio diario por persona;Distribución porcentual;2019;""
01 Andalucía;España;Gasto medio diario por persona;Distribución porcentual;2018;""
01 Andalucía;España;Gasto medio diario por persona;Distribución porcentual;2017;""
01 Andalucía;España;Gasto medio diario por persona;Distribución porcentual;2016;""
01 Andalucía;España;Gasto medio diario por persona;Distribución porcentual;2015;""
01 Andalucía;España;Gasto medio diario por persona;Variación anual;2021;22,20
01 Andalucía;España;Gasto medio diario por persona;Variación anual;2020;-20,05
01 Andalucía;España;Gasto medio diario por persona;Variación anual;2019;1,86
01 Andalucía;España;Gasto medio diario por persona;Variación anual;2018;6,46
01 Andalucía;España;Gasto medio diario por persona;Variación anual;2017;7,29
01 Andalucía;España;Gasto medio diario por persona;Variación anual;2016;0,89
01 Andalucía;España;Gasto medio diario por persona;Variación anual;2015;""
01 Andalucía;Dentro de la Comunidad Autónoma;Viajes;Valor absoluto;2021;18.449.860
01 Andalucía;Dentro de la Comunidad Autónoma;Viajes;Valor absoluto;2020;14.040.076
01 Andalucía;Dentro de la Comunidad Autónoma;Viajes;Valor absoluto;2019;21.843.535
01 Andalucía;Dentro de la Comunidad Autónoma;Viajes;Valor absoluto;2018;22.454.444
01 Andalucía;Dentro de la Comunidad Autónoma;Viajes;Valor absoluto;2017;22.400.203
01 Andalucía;Dentro de la Comunidad Autónoma;Viajes;Valor absoluto;2016;22.086.482
01 Andalucía;Dentro de la Comunidad Autónoma;Viajes;Valor absoluto;2015;20.934.296
01 Andalucía;Dentro de la Comunidad Autónoma;Viajes;Distribución porcentual;2021;84,9
01 Andalucía;Dentro de la Comunidad Autónoma;Viajes;Distribución porcentual;2020;87,9
01 Andalucía;Dentro de la Comunidad Autónoma;Viajes;Distribución porcentual;2019;80,1
01 Andalucía;Dentro de la Comunidad Autónoma;Viajes;Distribución porcentual;2018;81,2
01 Andalucía;Dentro de la Comunidad Autónoma;Viajes;Distribución porcentual;2017;81,7
01 Andalucía;Dentro de la Comunidad Autónoma;Viajes;Distribución porcentual;2016;82,0
01 Andalucía;Dentro de la Comunidad Autónoma;Viajes;Distribución porcentual;2015;82,7
01 Andalucía;Dentro de la Comunidad Autónoma;Viajes;Variación anual;2021;31,41
01 Andalucía;Dentro de la Comunidad Autónoma;Viajes;Variación anual;2020;-35,72
01 Andalucía;Dentro de la Comunidad Autónoma;Viajes;Variación anual;2019;-2,72
01 Andalucía;Dentro de la Comunidad Autónoma;Viajes;Variación anual;2018;0,24
01 Andalucía;Dentro de la Comunidad Autónoma;Viajes;Variación anual;2017;1,42
01 Andalucía;Dentro de la Comunidad Autónoma;Viajes;Variación anual;2016;5,50
01 Andalucía;Dentro de la Comunidad Autónoma;Viajes;Variación anual;2015;""
01 Andalucía;Dentro de la Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2021;3,37
01 Andalucía;Dentro de la Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2020;3,74
01 Andalucía;Dentro de la Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2019;3,25
01 Andalucía;Dentro de la Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2018;2,99
01 Andalucía;Dentro de la Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2017;3,06
01 Andalucía;Dentro de la Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2016;3,27
01 Andalucía;Dentro de la Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2015;3,12
01 Andalucía;Dentro de la Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2021;""
01 Andalucía;Dentro de la Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2020;""
01 Andalucía;Dentro de la Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2019;""
01 Andalucía;Dentro de la Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2018;""
01 Andalucía;Dentro de la Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2017;""
01 Andalucía;Dentro de la Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2016;""
01 Andalucía;Dentro de la Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2015;""
01 Andalucía;Dentro de la Comunidad Autónoma;Duración media de los viajes;Variación anual;2021;-10,02
01 Andalucía;Dentro de la Comunidad Autónoma;Duración media de los viajes;Variación anual;2020;15,16
01 Andalucía;Dentro de la Comunidad Autónoma;Duración media de los viajes;Variación anual;2019;8,56
01 Andalucía;Dentro de la Comunidad Autónoma;Duración media de los viajes;Variación anual;2018;-2,32
01 Andalucía;Dentro de la Comunidad Autónoma;Duración media de los viajes;Variación anual;2017;-6,22
01 Andalucía;Dentro de la Comunidad Autónoma;Duración media de los viajes;Variación anual;2016;4,88
01 Andalucía;Dentro de la Comunidad Autónoma;Duración media de los viajes;Variación anual;2015;""
01 Andalucía;Dentro de la Comunidad Autónoma;Pernoctaciones;Valor absoluto;2021;62.135.222
01 Andalucía;Dentro de la Comunidad Autónoma;Pernoctaciones;Valor absoluto;2020;52.547.088
01 Andalucía;Dentro de la Comunidad Autónoma;Pernoctaciones;Valor absoluto;2019;70.991.117
01 Andalucía;Dentro de la Comunidad Autónoma;Pernoctaciones;Valor absoluto;2018;67.223.379
01 Andalucía;Dentro de la Comunidad Autónoma;Pernoctaciones;Valor absoluto;2017;68.650.498
01 Andalucía;Dentro de la Comunidad Autónoma;Pernoctaciones;Valor absoluto;2016;72.179.848
01 Andalucía;Dentro de la Comunidad Autónoma;Pernoctaciones;Valor absoluto;2015;65.229.851
01 Andalucía;Dentro de la Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2021;77,9
01 Andalucía;Dentro de la Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2020;82,3
01 Andalucía;Dentro de la Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2019;74,0
01 Andalucía;Dentro de la Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2018;73,4
01 Andalucía;Dentro de la Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2017;73,3
01 Andalucía;Dentro de la Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2016;73,4
01 Andalucía;Dentro de la Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2015;73,3
01 Andalucía;Dentro de la Comunidad Autónoma;Pernoctaciones;Variación anual;2021;18,25
01 Andalucía;Dentro de la Comunidad Autónoma;Pernoctaciones;Variación anual;2020;-25,98
01 Andalucía;Dentro de la Comunidad Autónoma;Pernoctaciones;Variación anual;2019;5,60
01 Andalucía;Dentro de la Comunidad Autónoma;Pernoctaciones;Variación anual;2018;-2,08
01 Andalucía;Dentro de la Comunidad Autónoma;Pernoctaciones;Variación anual;2017;-4,89
01 Andalucía;Dentro de la Comunidad Autónoma;Pernoctaciones;Variación anual;2016;10,65
01 Andalucía;Dentro de la Comunidad Autónoma;Pernoctaciones;Variación anual;2015;""
01 Andalucía;Dentro de la Comunidad Autónoma;Gasto total;Valor absoluto;2021;2.456.379,31
01 Andalucía;Dentro de la Comunidad Autónoma;Gasto total;Valor absoluto;2020;1.796.018,10
